row_num
43
53
99
117
160
163
210
283
598
658
659
733
795
872
1003
1138
1166
1216
1347
1372
1373
1374
1375
1376
1380
1441
1466
1580
1592
1672
1705
1830
1864
1897
1946
2005
2007
2105
2288
2427
2456
2493
2555
2600
2625
2674
2950
3011
3088
3101
3665
3785
3786
3801
3879
3971
4145
4183
4207
4249
4311
4537
4631
4685
4781
4819
4820
4904
4911
4956
4965
4970
5044
5056
5088
5176
5191
5202
5221
5259
5309
5497
5511
5523
5622
5814
5846
5865
6049
6063
6068
6089
6106
6223
6245
6290
6328
6507
6570
6580
6768
6789
6806
6859
6885
6985
7076
7090
7143
7247
7567
7568
7569
